DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241506345,02/17/2024 12:00:00 AM,02/16/2024 12:00:00 AM,1100,15,N Hollywood,1543,2,662,"BUNCO, GRAND THEFT",1822 0701 0344,54,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,5300    WILKINSON                    AV,,34.1667,-118.4042
240908658,05/01/2024 12:00:00 AM,05/01/2024 12:00:00 AM,2035,9,Van Nuys,926,1,310,BURGLARY,0321 0358 1420,46,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6600    CANTALOUPE                   AV,,34.1903,-118.4345
241213036,06/30/2024 12:00:00 AM,06/30/2024 12:00:00 AM,1500,12,77th Street,1267,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,84TH                         ST,BROADWAY,33.9633,-118.2783
240109656,03/28/2024 12:00:00 AM,03/27/2024 12:00:00 AM,2100,1,Central,192,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344 0386,29,F,C,101,STREET,,,IC,Invest Cont,330,,,,1300 S  OLIVE                        ST,,34.0381,-118.263
240908591,04/30/2024 12:00:00 AM,04/29/2024 12:00:00 AM,1020,9,Van Nuys,926,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,55,M,H,108,PARKING LOT,,,AA,Adult Arrest,740,,,,14400    VICTORY                      BL,,34.1903,-118.4399
240911705,09/20/2024 12:00:00 AM,09/19/2024 12:00:00 AM,2200,9,Van Nuys,985,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14000    VENTURA                      BL,,34.149,-118.4372
242011178,08/24/2024 12:00:00 AM,08/22/2024 12:00:00 AM,2355,20,Olympic,2046,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,341,,,,3000 W  8TH                          ST,,34.0578,-118.2916
240609320,05/18/2024 12:00:00 AM,05/18/2024 12:00:00 AM,1400,6,Hollywood,629,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1501 0377,38,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,3200    CANYON                       DR,,34.1201,-118.3163
241008067,04/23/2024 12:00:00 AM,04/22/2024 12:00:00 AM,255,10,West Valley,1005,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,M,O,102,SIDEWALK,,,IC,Invest Cont,341,,,,NEWCASTLE                    AV,STRATHERN                    ST,34.2157,-118.5255
240612810,10/21/2024 12:00:00 AM,10/20/2024 12:00:00 AM,1500,6,Hollywood,643,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1501 1822 0344 1300,36,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,7200    FRANKLIN                     AV,,34.1037,-118.3459
240407904,05/30/2024 12:00:00 AM,05/11/2024 12:00:00 AM,30,4,Hollenbeck,456,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700 N  SOTO                         ST,,34.0506,-118.2053
240509986,07/08/2024 12:00:00 AM,07/08/2024 12:00:00 AM,250,5,Harbor,514,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1309 0329,29,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1200 W  M                            ST,,33.7886,-118.2778
241811723,07/29/2024 12:00:00 AM,07/28/2024 12:00:00 AM,2100,18,Southeast,1824,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  98TH                         ST,,33.9475,-118.2608
241707908,04/04/2024 12:00:00 AM,04/03/2024 12:00:00 AM,2300,17,Devonshire,1797,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8600    VALJEAN                      AV,,34.2266,-118.4874
241905667,02/13/2024 12:00:00 AM,02/13/2024 12:00:00 AM,2315,19,Mission,1966,1,220,ATTEMPTED ROBBERY,0417 1822 1020 1019 0448,30,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,WOODMAN,NORDHOFF,34.2353,-118.4409
242104765,01/19/2024 12:00:00 AM,01/18/2024 12:00:00 AM,1145,21,Topanga,2118,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 1814,32,F,B,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,20100    ROSCOE                       BL,,34.2203,-118.571
242005974,02/16/2024 12:00:00 AM,02/16/2024 12:00:00 AM,810,20,Olympic,2029,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,85,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600    SHATTO                       PL,,34.0637,-118.2899
240304819,01/15/2024 12:00:00 AM,01/14/2024 12:00:00 AM,2220,3,Southwest,327,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1606 0344 0385 1300,25,F,W,101,STREET,,,IC,Invest Cont,420,,,,2600    MONMOUTH                     AV,,34.0321,-118.285
241404445,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1720,14,Pacific,1456,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,58,F,H,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,KENSINGTON                   RD,CULVER                       BL,33.9964,-118.417
241506467,02/21/2024 12:00:00 AM,02/19/2024 12:00:00 AM,2300,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,6100    RADFORD                      AV,,34.1812,-118.3921
240510796,08/20/2024 12:00:00 AM,08/16/2024 12:00:00 AM,940,5,Harbor,529,1,330,BURGLARY FROM VEHICLE,0329 0358 1300 1607,40,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 N  HENRY FORD                   AV,,33.7798,-118.2414
241108475,06/01/2024 12:00:00 AM,05/24/2024 12:00:00 AM,1900,11,Northeast,1151,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,701,HOSPITAL,,,IC,Invest Cont,341,,,,4900 W  SUNSET                       BL,,34.0982,-118.2961
240205904,02/05/2024 12:00:00 AM,02/04/2024 12:00:00 AM,1800,2,Rampart,249,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BIXEL,3RD                          ST,34.0567,-118.2604
240204836,01/18/2024 12:00:00 AM,01/18/2024 12:00:00 AM,1400,2,Rampart,269,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800    COLUMBIA                     AV,,34.0506,-118.2699
240118340,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,1810,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
241810023,05/13/2024 12:00:00 AM,05/12/2024 12:00:00 AM,1626,18,Southeast,1862,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,30,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,11400    LINK                         ST,,33.9307,-118.2734
240313771,09/01/2024 12:00:00 AM,09/01/2024 12:00:00 AM,1410,3,Southwest,332,2,354,THEFT OF IDENTITY,0100 0928 0930 1822,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3000    FARMDALE                     AV,,34.0276,-118.3461
241306937,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1900,13,Newton,1322,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1813 0446 2000 0416 0429 0408,26,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,400 E  25TH                         ST,,34.0245,-118.2648
241704485,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1819,17,Devonshire,1703,1,310,BURGLARY,0329 0202 0209 0206 0344 1609 0321,38,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,18900    BRAEMORE                     RD,,34.2943,-118.5458
241906732,03/14/2024 12:00:00 AM,03/14/2024 12:00:00 AM,520,19,Mission,1918,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FOOTHILL                     BL,SAYRE                        ST,34.3101,-118.4338
240308415,03/28/2024 12:00:00 AM,03/27/2024 12:00:00 AM,2200,3,Southwest,354,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3500    7TH                          AV,,34.0239,-118.3248
241906169,02/27/2024 12:00:00 AM,02/26/2024 12:00:00 AM,1020,19,Mission,1993,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,M,O,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,N  SEPULVEDA                    BL,RAYMER                       ST,34.2178,-118.4663
240912900,11/08/2024 12:00:00 AM,11/07/2024 12:00:00 AM,2350,9,Van Nuys,919,1,210,ROBBERY,0344 0411 0400 1218 1402,24,M,H,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,998.0,,,WOODMAN,VICTORY                      BL,34.1951,-118.4275
241006285,03/04/2024 12:00:00 AM,02/26/2024 12:00:00 AM,745,10,West Valley,1061,2,886,DISTURBING THE PEACE,0919 0913 1259 1310 1309 1312,16,M,O,101,STREET,,,IC,Invest Cont,886,,,,5300    MELVIN                       AV,,34.1669,-118.5598
241906378,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2000,19,Mission,1935,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,14800    MACLAY                       ST,,34.2729,-118.4552
241205143,01/19/2024 12:00:00 AM,01/19/2024 12:00:00 AM,940,12,77th Street,1218,1,210,ROBBERY,1300 0334 0449 0344 1309 1822 0432,54,M,H,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,800 W  57TH                         ST,,33.9905,-118.2871
240121253,11/17/2024 12:00:00 AM,11/17/2024 12:00:00 AM,29,1,Central,185,2,946,OTHER MISCELLANEOUS CRIME,1300 1309 0605,34,M,W,101,STREET,,,IC,Invest Cont,946,,,,9TH                          ST,OLYMPIC,34.0388,-118.2574
240114936,07/19/2024 12:00:00 AM,07/17/2024 12:00:00 AM,800,1,Central,105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1200    BISHOPS                      RD,,34.0702,-118.2344
241009362,06/11/2024 12:00:00 AM,02/01/2024 12:00:00 AM,800,10,West Valley,1025,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,7000    RESEDA                       BL,,34.1977,-118.536
240510329,07/24/2024 12:00:00 AM,07/24/2024 12:00:00 AM,1900,5,Harbor,529,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,811,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",,,IC,Invest Cont,740,,,,1000    FOOTE                        AV,,33.7847,-118.2297
240611853,09/12/2024 12:00:00 AM,07/27/2024 12:00:00 AM,2300,6,Hollywood,632,2,354,THEFT OF IDENTITY,1822 0929 0930 1501,47,M,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8200    LINCOLN                      TR,,34.0977,-118.3695
241211594,05/12/2024 12:00:00 AM,05/10/2024 12:00:00 AM,600,12,77th Street,1211,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 0906 0311,36,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,5400    2ND                          AV,,33.9932,-118.3193
240121975,12/02/2024 12:00:00 AM,11/30/2024 12:00:00 AM,1000,1,Central,182,1,330,BURGLARY FROM VEHICLE,0329 1300 0344 1307,25,M,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,1200 S  OLIVE                        ST,,34.0394,-118.2623
241006816,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM,49,10,West Valley,1003,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329 1822 1300,62,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,7800    RESEDA                       BL,,34.2148,-118.5404
241405279,01/30/2024 12:00:00 AM,01/30/2024 12:00:00 AM,627,14,Pacific,1446,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,3900    GRAND VIEW                   BL,,34.0027,-118.4295
241409752,05/21/2024 12:00:00 AM,05/21/2024 12:00:00 AM,330,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1300,46,M,B,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,300    WORLD                        WY,,33.9455,-118.4001
241213846,07/25/2024 12:00:00 AM,07/12/2024 12:00:00 AM,1530,12,77th Street,1233,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,M,W,108,PARKING LOT,,,IC,Invest Cont,341,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
240106030,01/29/2024 12:00:00 AM,01/15/2024 12:00:00 AM,2130,1,Central,165,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,600    WALL                         ST,,34.0433,-118.2488
240114590,07/14/2024 12:00:00 AM,07/13/2024 12:00:00 AM,1640,1,Central,142,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1307,32,M,V,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,300 S  HILL                         ST,,34.0519,-118.2531
242008578,04/27/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1,20,Olympic,2071,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307 1822,28,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1400 S  GRAMERCY                     PL,,34.0462,-118.313
240609115,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,215,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,31,M,O,101,STREET,,,AA,Adult Arrest,740,,,,CAHUENGA,SELMA,34.0998,-118.3295
240907566,04/03/2024 12:00:00 AM,04/01/2024 12:00:00 AM,2116,9,Van Nuys,948,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,45,M,B,101,STREET,,,IC,Invest Cont,331,,,,13400    CHANDLER                     BL,,34.1686,-118.4251
240712134,10/19/2024 12:00:00 AM,05/28/2024 12:00:00 AM,2246,7,Wilshire,711,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,38,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,956,,,,8000    BEVERLY                      BL,,34.0782,-118.3695
240122905,12/23/2024 12:00:00 AM,12/22/2024 12:00:00 AM,802,1,Central,161,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,22,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240108628,03/04/2024 12:00:00 AM,03/03/2024 12:00:00 AM,2300,1,Central,148,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,28,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,LOS ANGELES,WINSTON                      ST,34.0438,-118.2416
240904771,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1305,9,Van Nuys,985,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,442,,,,4500    VAN NUYS                     BL,,34.15,-118.4424
242107579,04/02/2024 12:00:00 AM,03/29/2024 12:00:00 AM,2000,21,Topanga,2147,2,624,BATTERY - SIMPLE ASSAULT,0416,62,M,H,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,21000    GAULT                        ST,,34.1992,-118.5906
240710787,08/18/2024 12:00:00 AM,08/17/2024 12:00:00 AM,1900,7,Wilshire,765,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 S  TREMAINE                     AV,,34.0531,-118.3391
240611155,08/13/2024 12:00:00 AM,08/13/2024 12:00:00 AM,1227,6,Hollywood,638,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5700    HOLLYWOOD                    BL,,34.1038,-118.3151
242013882,12/02/2024 12:00:00 AM,12/02/2024 12:00:00 AM,1754,20,Olympic,2041,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1000 S  WESTCHESTER                  PL,,34.0525,-118.3166
241112607,12/05/2024 12:00:00 AM,12/04/2024 12:00:00 AM,1100,11,Northeast,1177,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,JEFFRIES,AVE 28,34.0884,-118.2258
241200600,04/19/2024 12:00:00 AM,04/19/2024 12:00:00 AM,550,12,77th Street,1268,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1822 1100 1402,0,X,X,102,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,753,,,,8400 S  MAIN                         ST,,33.9628,-118.2739
240210349,05/29/2024 12:00:00 AM,05/29/2024 12:00:00 AM,714,2,Rampart,221,2,888,TRESPASSING,2004 0910 2052 1501,0,X,X,906,MTA - RED LINE - VERMONT/BEVERLY,,,IC,Invest Cont,888,,,,VERMONT,BEVERLY,34.0763,-118.2917
241509031,04/14/2024 12:00:00 AM,04/14/2024 12:00:00 AM,1155,15,N Hollywood,1583,1,310,BURGLARY,1275 1609 0358 0321 1822 0344 0352 2304,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11400    AQUA VISTA                   ST,,34.145,-118.379
240607964,03/29/2024 12:00:00 AM,03/15/2024 12:00:00 AM,345,6,Hollywood,666,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,53,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,1100 N  EL CENTRO                    AV,,34.0907,-118.3244
240311741,06/25/2024 12:00:00 AM,06/25/2024 12:00:00 AM,1230,3,Southwest,321,2,888,TRESPASSING,0910 1501,23,X,X,950,MTA - EXPO LINE - LA CIENEGA/JEFFERSON,,,IC,Invest Cont,888,,,,5600 W  JEFFERSON                    BL,,34.0258,-118.3668
240407620,05/16/2024 12:00:00 AM,05/15/2024 12:00:00 AM,2000,4,Hollenbeck,479,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,64,F,B,101,STREET,,,IC,Invest Cont,740,,,,SPENCE                       ST,WHITTIER                     BL,34.0267,-118.1985
241409120,04/30/2024 12:00:00 AM,04/30/2024 12:00:00 AM,615,14,Pacific,1484,2,901,VIOLATION OF RESTRAINING ORDER,2038,44,F,H,108,PARKING LOT,,,IC,Invest Cont,901,,,,9300    LINCOLN                      BL,,33.9566,-118.4159
241413169,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,1359,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
240205770,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1700,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  BONNIE BRAE                  ST,,34.0656,-118.2679
241213296,07/06/2024 12:00:00 AM,07/05/2024 12:00:00 AM,1130,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,63,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,900 W  SLAUSON                      AV,,33.9891,-118.2893
240118239,09/09/2024 12:00:00 AM,09/07/2024 12:00:00 AM,1847,1,Central,182,2,354,THEFT OF IDENTITY,0930 1822,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 S  FIGUEROA                     ST,,34.0462,-118.2628
241304083,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1625,13,Newton,1323,2,354,THEFT OF IDENTITY,0930,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 E  ADAMS                        BL,,34.0199,-118.2575
242004208,01/06/2024 12:00:00 AM,01/06/2024 12:00:00 AM,1330,20,Olympic,2033,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0448,35,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,700 S  OXFORD                       AV,,34.0597,-118.3078
241708252,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,750,17,Devonshire,1758,1,310,BURGLARY,0344,63,F,H,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10000    WOODLEY                      AV,,34.2524,-118.4849
240214884,09/16/2024 12:00:00 AM,09/16/2024 12:00:00 AM,955,2,Rampart,246,2,888,TRESPASSING,1822 1501 0910,23,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
241404547,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,900,14,Pacific,1437,1,310,BURGLARY,0342 1501 2032 0344,80,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3600 S  SEPULVEDA                    BL,,34.0166,-118.4201
240410352,09/25/2024 12:00:00 AM,09/25/2024 12:00:00 AM,1434,4,Hollenbeck,469,2,888,TRESPASSING,0910,0,X,X,961,MTA - GOLD LINE - INDIANA,,,IC,Invest Cont,888,,,,200 S  INDIANA                      ST,,34.0338,-118.1924
240314660,09/25/2024 12:00:00 AM,09/24/2024 12:00:00 AM,9,3,Southwest,392,2,890,FAILURE TO YIELD,1309 1822 2024 1501,23,X,X,101,STREET,,,IC,Invest Cont,890,,,,VICTORIA,OLYMPIA,33.9993,-118.3244
241213946,07/30/2024 12:00:00 AM,07/30/2024 12:00:00 AM,1500,12,77th Street,1241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6400    CRENSHAW                     BL,,33.9814,-118.3309
241110589,09/09/2024 12:00:00 AM,09/09/2024 12:00:00 AM,640,11,Northeast,1101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,41,M,X,108,PARKING LOT,,,IC,Invest Cont,740,998.0,,,5500    GRIFFITH PARK                DR,,34.1436,-118.2897
241513378,09/01/2024 12:00:00 AM,09/01/2024 12:00:00 AM,1500,15,N Hollywood,1549,2,888,TRESPASSING,1501 0910 2004,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
240512645,11/14/2024 12:00:00 AM,11/14/2024 12:00:00 AM,1550,5,Harbor,509,1,210,ROBBERY,0334 1251 1259 0355 0342 0213 1402,14,M,H,721,HIGH SCHOOL,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,210,998.0,,,24300    WESTERN                      AV,,33.8046,-118.3074
240406854,04/08/2024 12:00:00 AM,03/29/2024 12:00:00 AM,1700,4,Hollenbeck,488,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,1100 S  FRESNO                       ST,,34.0259,-118.2081
240906578,03/09/2024 12:00:00 AM,03/08/2024 12:00:00 AM,2200,9,Van Nuys,952,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5300 N  SEPULVEDA                    BL,,34.1667,-118.4662
241009412,06/14/2024 12:00:00 AM,06/12/2024 12:00:00 AM,2200,10,West Valley,1008,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SATICOY                      ST,GAVIOTA                      AV,34.2085,-118.4815
241714773,12/06/2024 12:00:00 AM,12/05/2024 12:00:00 AM,1900,17,Devonshire,1764,1,330,BURGLARY FROM VEHICLE,0352 0329 0344,33,F,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,9400    CORBIN                       AV,,34.241,-118.5623
241008796,05/12/2024 12:00:00 AM,05/12/2024 12:00:00 AM,528,10,West Valley,1044,2,900,VIOLATION OF COURT ORDER,2038 0913 1814,32,F,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,18300    COLLINS                      ST,,34.1749,-118.5308
240604309,01/07/2024 12:00:00 AM,01/07/2024 12:00:00 AM,200,6,Hollywood,632,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0601 1822 0202 0216 0378,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,7900 W  SUNSET                       BL,,34.0981,-118.3615
241807780,03/21/2024 12:00:00 AM,03/20/2024 12:00:00 AM,2023,18,Southeast,1839,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CROESUS                      AV,107TH                        ST,33.9389,-118.2338
242010891,08/14/2024 12:00:00 AM,08/07/2024 12:00:00 AM,1400,20,Olympic,2019,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 0394 1221 1822,29,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,100 S  VIRGIL                       AV,,34.0735,-118.2868
